hour,day_of_week,is_weekend,is_festival,weather,zone_type,is_lunch_time,is_dinner_time,distance_km,estimated_time_min,app_name,expected_payout,fuel_cost,time_cost,net_profit,best_app
19,1,0,0,fog,normal,0,1,5.7,37,Swiggy,99.4,28.5,55.5,15.4,Zomato
21,3,0,0,clear,normal,0,1,2.5,31,Zomato,88.41,12.5,46.5,29.41,Zomato
18,5,1,0,fog,normal,0,0,4.8,39,Swiggy,102.94,24.0,58.5,20.44,Swiggy
9,3,0,0,rain,busy,0,0,1.2,13,Zomato,94.74,6.0,19.5,69.24,Blinkit
13,2,0,0,fog,busy,1,0,1.2,48,Zomato,72.88,6.0,72.0,-5.12,Zomato
22,1,0,0,fog,normal,0,1,6.0,25,Blinkit,100.61,30.0,37.5,33.11,Zomato
19,1,0,0,clear,low,0,1,14.1,29,Blinkit,181.01,70.5,43.5,67.01,Blinkit
17,2,0,0,clear,normal,0,0,4.4,33,Swiggy,90.64,22.0,49.5,19.14,Zomato
20,1,0,0,fog,busy,0,1,1.2,36,Zomato,72.88,6.0,54.0,12.88,Blinkit
18,6,1,0,rain,normal,0,0,5.9,18,Swiggy,154.59,29.5,27.0,98.09,Swiggy
11,5,1,0,fog,low,0,0,13.7,34,Blinkit,172.01,68.5,51.0,52.51,Swiggy
10,3,0,0,rain,normal,0,0,6.5,17,Swiggy,147.98,32.5,25.5,89.98,Swiggy
15,5,1,0,fog,low,0,0,13.7,27,Blinkit,171.99,68.5,40.5,62.99,Swiggy
20,4,0,0,clear,normal,0,1,5.2,19,Swiggy,99.17,26.0,28.5,44.67,Zomato
11,4,0,0,clear,normal,0,0,6.5,36,Blinkit,111.02,32.5,54.0,24.52,Zomato
19,2,0,0,clear,busy,0,1,1.0,18,Zomato,75.4,5.0,27.0,43.4,Blinkit
10,1,0,0,fog,busy,0,0,1.7,20,Swiggy,60.78,8.5,30.0,22.28,Blinkit
19,4,0,0,clear,busy,0,1,1.9,42,Swiggy,68.0,9.5,63.0,-4.5,Blinkit
17,2,0,0,clear,normal,0,0,5.1,31,Swiggy,98.01,25.5,46.5,26.01,Zomato
23,4,0,0,clear,low,0,0,14.3,24,Blinkit,182.99,71.5,36.0,75.49,Blinkit
17,2,0,0,rain,normal,0,0,7.2,28,Blinkit,153.54,36.0,42.0,75.54,Swiggy
21,6,1,0,fog,busy,0,1,1.0,28,Zomato,70.35,5.0,42.0,23.35,Swiggy
21,6,1,0,clear,normal,0,1,3.0,22,Zomato,93.73,15.0,33.0,45.73,Swiggy
22,2,0,0,fog,busy,0,1,1.8,22,Swiggy,61.78,9.0,33.0,19.78,Blinkit
18,5,1,0,clear,busy,0,0,1.5,39,Zomato,63.41,7.5,58.5,-2.59,Blinkit
11,3,0,0,rain,normal,0,0,5.7,25,Swiggy,139.45,28.5,37.5,73.45,Swiggy
17,2,0,0,rain,low,0,0,14.0,27,Blinkit,215.03,70.0,40.5,104.53,Swiggy
23,2,0,0,clear,low,0,0,14.6,17,Blinkit,186.02,73.0,25.5,87.52,Blinkit
22,2,0,0,clear,normal,0,1,5.9,24,Swiggy,106.64,29.5,36.0,41.14,Zomato
19,0,0,0,clear,low,0,1,13.4,25,Blinkit,173.98,67.0,37.5,69.48,Blinkit
21,3,0,0,fog,normal,0,1,5.2,21,Swiggy,94.05,26.0,31.5,36.55,Zomato
21,3,0,0,fog,busy,0,1,1.2,25,Zomato,72.88,6.0,37.5,29.38,Blinkit
20,4,0,0,clear,normal,0,1,5.1,23,Swiggy,98.15,25.5,34.5,38.15,Zomato
10,4,0,0,fog,normal,0,0,5.3,18,Swiggy,95.25,26.5,27.0,41.75,Zomato
0,2,0,1,clear,normal,0,0,6.5,43,Swiggy,152.92,32.5,64.5,55.92,Zomato
20,2,0,0,clear,busy,0,1,1.3,45,Zomato,78.9,6.5,67.5,4.9,Blinkit
15,6,1,0,clear,busy,0,0,1.8,39,Swiggy,79.88,9.0,58.5,12.38,Blinkit
19,4,0,0,clear,busy,0,1,1.8,14,Swiggy,66.84,9.0,21.0,36.84,Blinkit
22,3,0,0,fog,normal,0,1,7.8,17,Blinkit,119.79,39.0,25.5,55.29,Zomato
19,1,0,0,fog,normal,0,1,4.7,36,Swiggy,88.74,23.5,54.0,11.24,Zomato
10,4,0,0,fog,low,0,0,12.6,19,Blinkit,160.95,63.0,28.5,69.45,Blinkit
11,3,0,0,fog,normal,0,0,6.5,22,Blinkit,106.01,32.5,33.0,40.51,Zomato
17,2,0,0,fog,busy,0,0,1.4,22,Zomato,57.26,7.0,33.0,17.26,Blinkit
8,4,0,0,fog,normal,0,0,5.4,24,Swiggy,96.32,27.0,36.0,33.32,Zomato
17,5,1,0,rain,low,0,0,13.9,35,Blinkit,214.04,69.5,52.5,92.04,Swiggy
20,4,0,0,clear,normal,0,1,4.9,18,Swiggy,95.85,24.5,27.0,44.35,Zomato
23,5,1,0,clear,low,0,0,14.5,17,Blinkit,184.95,72.5,25.5,86.95,Swiggy
18,4,0,0,rain,busy,0,0,1.3,31,Zomato,95.84,6.5,46.5,42.84,Blinkit
15,0,0,0,clear,busy,0,0,0.8,31,Zomato,54.94,4.0,46.5,4.44,Blinkit
11,6,1,0,rain,low,0,0,13.9,20,Blinkit,214.01,69.5,30.0,114.51,Swiggy
19,0,0,0,fog,low,0,1,13.5,45,Blinkit,169.98,67.5,67.5,34.98,Blinkit
21,0,0,0,fog,low,0,1,14.9,31,Blinkit,184.03,74.5,46.5,63.03,Blinkit
20,5,1,0,rain,normal,0,1,6.1,33,Swiggy,156.69,30.5,49.5,76.69,Swiggy
17,5,1,0,fog,low,0,0,14.4,20,Blinkit,178.97,72.0,30.0,76.97,Swiggy
23,2,0,0,fog,low,0,0,13.3,24,Blinkit,167.97,66.5,36.0,65.47,Blinkit
19,5,1,0,rain,low,0,1,13.4,38,Blinkit,209.04,67.0,57.0,85.04,Swiggy
23,6,1,0,clear,normal,0,0,5.4,34,Swiggy,114.29,27.0,51.0,36.29,Swiggy
22,5,1,0,clear,busy,0,1,1.8,24,Swiggy,80.02,9.0,36.0,35.02,Swiggy
20,5,1,0,clear,low,0,1,14.3,42,Blinkit,183.05,71.5,63.0,48.55,Swiggy
23,6,1,0,fog,normal,0,0,4.6,29,Swiggy,100.72,23.0,43.5,34.22,Swiggy
22,3,0,0,clear,normal,0,1,5.2,22,Swiggy,99.19,26.0,33.0,40.19,Zomato
17,5,1,0,clear,normal,0,0,4.7,35,Swiggy,106.76,23.5,52.5,30.76,Swiggy
19,4,0,0,clear,normal,0,1,5.4,43,Swiggy,101.25,27.0,64.5,9.75,Zomato
21,2,0,0,clear,normal,0,1,4.8,30,Swiggy,94.91,24.0,45.0,25.91,Zomato
22,6,1,0,clear,busy,0,1,0.7,17,Zomato,71.78,3.5,25.5,42.78,Swiggy
17,2,0,0,clear,low,0,0,13.8,18,Blinkit,178.02,69.0,27.0,82.02,Blinkit
21,2,0,0,clear,normal,0,1,4.7,42,Swiggy,93.74,23.5,63.0,7.24,Zomato
18,3,0,0,clear,normal,0,0,5.5,35,Swiggy,102.39,27.5,52.5,22.39,Zomato
19,4,0,1,fog,busy,0,1,1.0,44,Zomato,110.39,5.0,66.0,39.39,Zomato
20,3,0,0,rain,busy,0,1,0.5,25,Zomato,104.53,2.5,37.5,64.53,Blinkit
21,5,1,0,clear,busy,0,1,1.4,22,Zomato,80.05,7.0,33.0,40.05,Swiggy
21,0,0,0,clear,normal,0,1,6.2,34,Blinkit,107.85,31.0,51.0,25.85,Zomato
21,3,0,0,clear,normal,0,1,2.6,24,Zomato,89.39,13.0,36.0,40.39,Zomato
23,3,0,0,clear,low,0,0,14.1,27,Blinkit,180.99,70.5,40.5,69.99,Blinkit
17,4,0,0,rain,busy,0,0,1.3,29,Zomato,95.85,6.5,43.5,45.85,Blinkit
11,4,0,0,clear,busy,0,0,1.2,30,Zomato,59.85,6.0,45.0,8.85,Blinkit
18,1,0,0,rain,busy,0,0,1.1,31,Zomato,93.72,5.5,46.5,41.72,Blinkit
9,2,0,0,clear,normal,0,0,2.1,15,Zomato,66.04,10.5,22.5,33.04,Zomato
13,5,1,0,clear,low,1,0,12.7,34,Blinkit,167.02,63.5,51.0,52.52,Zomato
23,5,1,0,clear,low,0,0,13.8,31,Blinkit,177.95,69.0,46.5,62.45,Swiggy
15,5,1,0,fog,normal,0,0,5.7,18,Swiggy,112.44,28.5,27.0,56.94,Swiggy
23,5,1,0,clear,normal,0,0,3.1,22,Zomato,76.78,15.5,33.0,28.28,Swiggy
20,4,0,0,fog,busy,0,1,1.5,43,Swiggy,58.35,7.5,64.5,-13.65,Blinkit
19,1,0,0,clear,normal,0,1,4.9,15,Swiggy,95.86,24.5,22.5,48.86,Zomato
16,1,0,0,clear,low,0,0,14.5,15,Blinkit,185.04,72.5,22.5,90.04,Blinkit
23,2,0,0,clear,busy,0,0,1.4,28,Zomato,62.07,7.0,42.0,13.07,Blinkit
20,4,0,0,fog,normal,0,1,6.4,41,Blinkit,104.92,32.0,61.5,11.42,Zomato
18,3,0,0,clear,normal,0,0,4.6,11,Swiggy,92.79,23.0,16.5,53.29,Zomato
23,6,1,0,clear,busy,0,0,1.5,43,Zomato,63.48,7.5,64.5,-8.52,Blinkit
11,1,0,0,fog,normal,0,0,4.7,12,Swiggy,88.86,23.5,18.0,47.36,Zomato
20,6,1,0,clear,busy,0,1,0.7,48,Zomato,72.01,3.5,72.0,-3.49,Swiggy
17,3,0,0,clear,low,0,0,13.0,27,Blinkit,169.99,65.0,40.5,64.49,Blinkit
23,2,0,0,fog,normal,0,0,3.5,18,Zomato,75.93,17.5,27.0,31.43,Zomato
20,5,1,0,clear,normal,0,1,6.4,47,Blinkit,109.85,32.0,70.5,7.35,Swiggy
19,6,1,0,rain,normal,0,1,2.4,36,Zomato,122.28,12.0,54.0,56.28,Swiggy
21,1,0,0,fog,normal,0,1,7.7,15,Blinkit,118.85,38.5,22.5,57.85,Zomato
17,0,0,0,rain,busy,0,0,1.2,21,Zomato,94.73,6.0,31.5,57.23,Blinkit
11,3,0,0,rain,low,0,0,13.8,19,Blinkit,213.03,69.0,28.5,115.53,Swiggy
19,3,0,0,clear,low,0,1,13.1,25,Blinkit,170.99,65.5,37.5,67.99,Blinkit
23,6,1,0,clear,low,0,0,14.7,12,Blinkit,186.98,73.5,18.0,95.48,Swiggy
17,4,0,0,fog,normal,0,0,4.9,19,Swiggy,90.88,24.5,28.5,37.88,Zomato
21,0,0,0,fog,normal,0,1,6.4,41,Blinkit,104.87,32.0,61.5,11.37,Zomato
19,4,0,0,fog,busy,0,1,1.8,28,Swiggy,61.91,9.0,42.0,10.91,Blinkit
15,5,1,0,fog,busy,0,0,1.1,19,Zomato,53.74,5.5,28.5,19.74,Blinkit
21,1,0,0,clear,normal,0,1,4.7,48,Swiggy,93.73,23.5,72.0,-1.77,Zomato
16,5,1,0,fog,busy,0,0,1.1,16,Zomato,53.56,5.5,24.0,24.06,Blinkit
0,2,0,0,clear,normal,0,0,7.9,22,Blinkit,125.92,39.5,33.0,53.42,Zomato
18,6,1,0,fog,busy,0,0,0.8,31,Zomato,50.16,4.0,46.5,-0.34,Blinkit
20,2,0,0,clear,normal,0,1,5.5,26,Swiggy,102.39,27.5,39.0,35.89,Zomato
19,1,0,0,fog,normal,0,1,5.8,26,Swiggy,100.46,29.0,39.0,32.46,Zomato
21,4,0,0,clear,normal,0,1,5.2,16,Swiggy,99.18,26.0,24.0,49.18,Zomato
21,6,1,0,rain,normal,0,1,6.0,23,Swiggy,155.62,30.0,34.5,91.12,Swiggy
20,2,0,0,fog,normal,0,1,2.7,21,Zomato,85.46,13.5,31.5,40.46,Zomato
9,1,0,0,clear,normal,0,0,5.3,13,Swiggy,100.25,26.5,19.5,54.25,Zomato
21,2,0,1,clear,busy,0,1,1.5,43,Zomato,121.37,7.5,64.5,49.37,Zomato
19,0,0,0,clear,low,0,1,14.4,38,Blinkit,184.0,72.0,57.0,55.0,Blinkit
19,1,0,0,clear,low,0,1,12.6,32,Blinkit,166.02,63.0,48.0,55.02,Blinkit
21,4,0,0,clear,low,0,1,14.7,17,Blinkit,187.03,73.5,25.5,88.03,Blinkit
10,6,1,0,clear,busy,0,0,0.6,26,Zomato,52.78,3.0,39.0,10.78,Blinkit
9,2,0,0,clear,busy,0,0,1.5,22,Swiggy,63.35,7.5,33.0,22.85,Blinkit
20,1,0,0,clear,normal,0,1,3.2,29,Zomato,95.75,16.0,43.5,36.25,Zomato
8,3,0,0,clear,busy,0,0,0.5,20,Zomato,51.61,2.5,30.0,19.11,Blinkit
8,4,0,0,fog,busy,0,0,1.3,23,Zomato,56.12,6.5,34.5,15.12,Blinkit
18,3,0,0,clear,normal,0,0,6.1,26,Blinkit,106.69,30.5,39.0,37.19,Zomato
19,6,1,0,clear,busy,0,1,1.3,30,Zomato,79.01,6.5,45.0,27.51,Swiggy
21,3,0,0,rain,normal,0,1,5.1,18,Swiggy,132.99,25.5,27.0,80.49,Swiggy
17,2,0,0,rain,low,0,0,13.9,34,Blinkit,213.98,69.5,51.0,93.48,Swiggy
20,6,1,0,clear,normal,0,1,6.2,28,Blinkit,107.74,31.0,42.0,34.74,Swiggy
22,1,0,0,fog,busy,0,1,1.9,13,Swiggy,63.05,9.5,19.5,34.05,Blinkit
14,5,1,0,rain,normal,1,0,4.2,28,Zomato,141.52,21.0,42.0,78.52,Swiggy
20,4,0,0,rain,normal,0,1,4.7,21,Swiggy,128.86,23.5,31.5,73.86,Swiggy
16,1,0,0,fog,normal,0,0,3.1,18,Zomato,71.67,15.5,27.0,29.17,Zomato
22,3,0,0,rain,normal,0,1,5.8,26,Swiggy,140.54,29.0,39.0,72.54,Swiggy
21,4,0,0,rain,busy,0,1,1.8,30,Zomato,119.84,9.0,45.0,65.84,Blinkit
13,1,0,0,clear,low,1,0,13.5,20,Blinkit,175.02,67.5,30.0,77.52,Zomato
21,4,0,0,fog,low,0,1,12.6,37,Blinkit,160.97,63.0,55.5,42.47,Blinkit
20,4,0,0,fog,normal,0,1,5.7,33,Swiggy,99.41,28.5,49.5,21.41,Zomato
23,3,0,0,fog,busy,0,0,1.8,23,Swiggy,61.84,9.0,34.5,18.34,Blinkit
23,6,1,0,clear,busy,0,0,1.2,37,Zomato,59.9,6.0,55.5,-1.6,Blinkit
10,5,1,0,fog,normal,0,0,6.7,25,Blinkit,108.06,33.5,37.5,37.06,Swiggy
21,6,1,0,clear,normal,0,1,4.9,25,Swiggy,108.96,24.5,37.5,46.96,Swiggy
21,0,0,0,rain,busy,0,1,1.3,29,Zomato,113.95,6.5,43.5,63.95,Blinkit
21,1,0,0,clear,busy,0,1,1.2,27,Zomato,77.75,6.0,40.5,31.25,Blinkit
12,3,0,0,rain,normal,1,0,3.0,21,Zomato,128.65,15.0,31.5,82.15,Zomato
23,5,1,0,clear,low,0,0,12.8,17,Blinkit,167.97,64.0,25.5,78.47,Swiggy
18,4,0,0,fog,busy,0,0,1.3,44,Zomato,55.99,6.5,66.0,-16.51,Blinkit
20,2,0,0,rain,normal,0,1,5.2,28,Swiggy,134.07,26.0,42.0,66.07,Swiggy
15,3,0,0,clear,normal,0,0,4.7,15,Swiggy,93.82,23.5,22.5,47.82,Zomato
19,2,0,0,fog,normal,0,1,5.5,43,Swiggy,97.3,27.5,64.5,5.3,Zomato
19,0,0,0,rain,low,0,1,13.8,35,Blinkit,212.97,69.0,52.5,91.47,Swiggy
8,6,1,0,clear,low,0,0,13.7,11,Blinkit,176.98,68.5,16.5,91.98,Swiggy
23,2,0,0,clear,normal,0,0,4.7,22,Swiggy,93.81,23.5,33.0,37.31,Zomato
19,6,1,0,clear,busy,0,1,0.6,26,Zomato,70.55,3.0,39.0,28.55,Swiggy
8,2,0,0,clear,normal,0,0,4.6,14,Swiggy,92.66,23.0,21.0,48.66,Zomato
21,0,0,0,clear,normal,0,1,5.6,24,Swiggy,103.46,28.0,36.0,39.46,Zomato
8,5,1,0,fog,normal,0,0,5.3,17,Swiggy,108.28,26.5,25.5,56.28,Swiggy
20,1,0,0,fog,normal,0,1,5.9,30,Swiggy,101.61,29.5,45.0,27.11,Zomato
17,4,0,0,fog,busy,0,0,1.0,31,Zomato,52.54,5.0,46.5,1.04,Blinkit
14,0,0,0,clear,normal,1,0,5.9,35,Swiggy,106.57,29.5,52.5,24.57,Zomato
18,5,1,0,fog,busy,0,0,1.1,27,Zomato,53.73,5.5,40.5,7.73,Blinkit
12,2,0,0,fog,low,1,0,12.5,33,Blinkit,160.01,62.5,49.5,48.01,Zomato
13,1,0,0,clear,normal,1,0,4.0,21,Zomato,104.39,20.0,31.5,52.89,Zomato
17,5,1,0,clear,normal,0,0,6.3,20,Blinkit,108.8,31.5,30.0,47.3,Swiggy
13,0,0,0,clear,normal,1,0,2.3,41,Zomato,86.18,11.5,61.5,13.18,Zomato
20,4,0,0,clear,normal,0,1,4.4,19,Swiggy,90.68,22.0,28.5,40.18,Zomato
22,3,0,0,clear,normal,0,1,6.2,23,Blinkit,107.85,31.0,34.5,42.35,Zomato
17,0,0,0,fog,busy,0,0,1.3,11,Zomato,55.97,6.5,16.5,32.97,Blinkit
17,6,1,0,rain,normal,0,0,6.8,12,Blinkit,149.15,34.0,18.0,97.15,Swiggy
19,5,1,0,clear,normal,0,1,5.8,45,Swiggy,118.51,29.0,67.5,22.01,Swiggy
18,3,0,0,clear,normal,0,0,5.5,24,Swiggy,102.38,27.5,36.0,38.88,Zomato
23,1,0,0,rain,normal,0,0,4.1,26,Zomato,122.44,20.5,39.0,62.94,Swiggy
21,6,1,0,fog,normal,0,1,4.9,36,Swiggy,103.92,24.5,54.0,25.42,Swiggy
22,0,0,0,clear,normal,0,1,5.6,28,Swiggy,103.37,28.0,42.0,33.37,Zomato
10,3,0,0,rain,normal,0,0,4.8,15,Swiggy,129.92,24.0,22.5,83.42,Swiggy
18,4,0,0,rain,normal,0,0,6.2,27,Swiggy,144.78,31.0,40.5,73.28,Swiggy
11,1,0,0,clear,normal,0,0,4.6,10,Swiggy,92.74,23.0,15.0,54.74,Zomato
21,3,0,0,fog,busy,0,1,1.2,24,Zomato,72.82,6.0,36.0,30.82,Blinkit
19,6,1,0,clear,normal,0,1,3.3,29,Zomato,96.84,16.5,43.5,36.84,Swiggy
16,0,0,0,rain,busy,0,0,0.5,20,Zomato,86.56,2.5,30.0,54.06,Blinkit
0,5,1,0,fog,busy,0,0,1.6,16,Zomato,59.41,8.0,24.0,27.41,Blinkit
23,5,1,0,clear,normal,0,0,6.5,19,Blinkit,110.99,32.5,28.5,49.99,Swiggy
21,4,0,0,clear,low,0,1,12.9,21,Blinkit,169.04,64.5,31.5,73.04,Blinkit
20,0,0,1,clear,busy,0,1,1.2,51,Zomato,117.82,6.0,76.5,35.32,Zomato
21,1,0,0,clear,low,0,1,14.6,37,Blinkit,185.99,73.0,55.5,57.49,Blinkit
23,6,1,0,clear,normal,0,0,5.0,27,Swiggy,110.02,25.0,40.5,44.52,Swiggy
11,3,0,0,rain,low,0,0,14.2,21,Blinkit,216.97,71.0,31.5,114.47,Swiggy
10,5,1,0,clear,normal,0,0,6.2,29,Blinkit,107.87,31.0,43.5,33.37,Swiggy
22,6,1,0,clear,normal,0,1,6.3,26,Blinkit,108.92,31.5,39.0,38.42,Swiggy
17,3,0,0,clear,normal,0,0,2.5,23,Zomato,70.35,12.5,34.5,23.35,Zomato
10,2,0,0,clear,busy,0,0,1.3,29,Zomato,60.9,6.5,43.5,10.9,Blinkit
20,5,1,0,clear,busy,0,1,0.5,42,Zomato,69.59,2.5,63.0,4.09,Swiggy
19,2,0,0,clear,normal,0,1,6.3,29,Blinkit,108.86,31.5,43.5,33.86,Zomato
10,5,1,0,clear,busy,0,0,1.7,16,Swiggy,78.74,8.5,24.0,46.24,Blinkit
8,3,0,0,fog,normal,0,0,6.7,11,Blinkit,108.17,33.5,16.5,58.17,Zomato
20,4,0,0,fog,busy,0,1,1.7,28,Swiggy,60.69,8.5,42.0,10.19,Blinkit
21,2,0,0,clear,low,0,1,13.2,20,Blinkit,171.99,66.0,30.0,75.99,Blinkit
19,1,0,0,fog,busy,0,1,1.0,27,Zomato,70.31,5.0,40.5,24.81,Blinkit
20,6,1,0,clear,normal,0,1,3.0,50,Zomato,93.73,15.0,75.0,3.73,Swiggy
15,3,0,0,fog,normal,0,0,4.0,26,Swiggy,81.41,20.0,39.0,22.41,Zomato
20,2,0,1,fog,normal,0,1,4.5,42,Zomato,144.58,22.5,63.0,59.08,Zomato
23,0,0,0,rain,busy,0,0,1.7,23,Zomato,100.79,8.5,34.5,57.79,Blinkit
21,4,0,0,fog,normal,0,1,6.6,16,Blinkit,107.04,33.0,24.0,50.04,Zomato
10,3,0,0,rain,normal,0,0,2.6,22,Zomato,106.37,13.0,33.0,60.37,Swiggy
22,5,1,0,fog,busy,0,1,1.7,35,Swiggy,73.81,8.5,52.5,12.81,Swiggy
20,0,0,0,clear,low,0,1,13.4,37,Blinkit,173.97,67.0,55.5,51.47,Blinkit
17,2,0,0,rain,busy,0,0,0.7,31,Zomato,88.97,3.5,46.5,38.97,Blinkit
23,4,0,0,fog,low,0,0,14.4,24,Blinkit,179.02,72.0,36.0,71.02,Blinkit
19,4,0,0,rain,low,0,1,14.9,22,Blinkit,223.96,74.5,33.0,116.46,Swiggy
23,2,0,0,clear,busy,0,0,0.8,31,Zomato,55.09,4.0,46.5,4.59,Blinkit
21,0,0,0,fog,busy,0,1,1.5,16,Swiggy,58.41,7.5,24.0,26.91,Blinkit
19,4,0,0,clear,normal,0,1,4.2,18,Swiggy,88.52,21.0,27.0,40.52,Zomato
18,5,1,0,fog,normal,0,0,6.7,29,Blinkit,108.06,33.5,43.5,31.06,Swiggy
21,2,0,0,clear,normal,0,1,5.6,26,Swiggy,103.36,28.0,39.0,36.36,Zomato
17,4,0,0,clear,normal,0,0,5.9,17,Swiggy,106.54,29.5,25.5,51.54,Zomato
18,4,0,0,rain,normal,0,0,6.5,32,Blinkit,146.08,32.5,48.0,65.58,Swiggy
8,3,0,0,clear,busy,0,0,0.9,27,Zomato,56.28,4.5,40.5,11.28,Blinkit
22,6,1,0,clear,low,0,1,13.3,26,Blinkit,173.03,66.5,39.0,67.53,Swiggy
22,3,0,0,clear,normal,0,1,6.2,12,Blinkit,107.86,31.0,18.0,58.86,Zomato
20,4,0,0,fog,normal,0,1,5.5,26,Swiggy,97.27,27.5,39.0,30.77,Zomato
22,4,0,0,fog,low,0,1,13.9,15,Blinkit,174.0,69.5,22.5,82.0,Blinkit
8,2,0,0,rain,normal,0,0,6.2,11,Swiggy,144.8,31.0,16.5,97.3,Swiggy
15,3,0,0,fog,busy,0,0,1.2,26,Zomato,54.82,6.0,39.0,9.82,Blinkit
22,4,0,0,clear,normal,0,1,4.6,22,Swiggy,92.7,23.0,33.0,36.7,Zomato
22,1,0,0,clear,normal,0,1,5.0,16,Swiggy,96.94,25.0,24.0,47.94,Zomato
22,2,0,0,fog,normal,0,1,2.3,41,Zomato,81.25,11.5,61.5,8.25,Zomato
18,2,0,0,clear,low,0,0,14.5,19,Blinkit,185.05,72.5,28.5,84.05,Blinkit
23,5,1,0,rain,busy,0,0,1.0,18,Zomato,92.29,5.0,27.0,60.29,Swiggy
17,6,1,0,rain,normal,0,0,6.2,22,Swiggy,157.77,31.0,33.0,93.77,Swiggy
19,1,0,0,fog,normal,0,1,5.0,38,Swiggy,92.06,25.0,57.0,10.06,Zomato
18,5,1,0,clear,busy,0,0,0.6,35,Zomato,52.66,3.0,52.5,-2.84,Blinkit
16,4,0,0,fog,low,0,0,14.2,27,Blinkit,177.05,71.0,40.5,65.55,Blinkit
8,1,0,0,fog,low,0,0,13.5,21,Blinkit,170.02,67.5,31.5,71.02,Blinkit
21,4,0,0,rain,normal,0,1,5.1,25,Swiggy,133.14,25.5,37.5,70.14,Swiggy
20,3,0,0,fog,busy,0,1,1.3,31,Zomato,73.99,6.5,46.5,20.99,Blinkit
22,4,0,0,clear,busy,0,1,0.9,19,Zomato,74.32,4.5,28.5,41.32,Blinkit
20,2,0,0,fog,busy,0,1,1.8,21,Swiggy,61.83,9.0,31.5,21.33,Blinkit
20,5,1,0,fog,busy,0,1,1.4,26,Zomato,75.15,7.0,39.0,29.15,Swiggy
19,5,1,0,fog,normal,0,1,5.0,38,Swiggy,105.07,25.0,57.0,23.07,Swiggy
17,4,0,0,clear,normal,0,0,7.8,12,Blinkit,124.86,39.0,18.0,67.86,Zomato
18,1,0,0,clear,normal,0,0,5.4,33,Swiggy,101.35,27.0,49.5,24.85,Zomato
23,1,0,0,fog,low,0,0,13.9,10,Blinkit,174.0,69.5,15.0,89.5,Blinkit
20,2,0,0,rain,normal,0,1,5.9,30,Swiggy,141.61,29.5,45.0,67.11,Swiggy
16,4,0,0,rain,normal,0,0,4.9,10,Swiggy,130.85,24.5,15.0,91.35,Swiggy
11,3,0,0,clear,low,0,0,13.5,19,Blinkit,175.05,67.5,28.5,79.05,Blinkit
19,6,1,0,rain,normal,0,1,4.8,32,Swiggy,142.91,24.0,48.0,70.91,Swiggy
20,2,0,0,fog,normal,0,1,7.2,13,Blinkit,113.49,36.0,19.5,57.99,Zomato
20,4,0,0,rain,busy,0,1,1.5,36,Zomato,116.42,7.5,54.0,54.92,Blinkit
21,5,1,1,fog,busy,0,1,1.0,42,Zomato,110.29,5.0,63.0,42.29,Zomato
9,0,0,0,clear,low,0,0,13.6,18,Blinkit,175.95,68.0,27.0,80.95,Blinkit
19,2,0,0,fog,normal,0,1,5.5,43,Swiggy,97.37,27.5,64.5,5.37,Zomato
14,5,1,0,fog,low,1,0,13.9,30,Blinkit,173.99,69.5,45.0,59.49,Zomato
23,0,0,0,fog,normal,0,0,7.6,13,Blinkit,117.78,38.0,19.5,60.28,Zomato
17,5,1,0,clear,normal,0,0,2.3,12,Zomato,68.24,11.5,18.0,38.74,Swiggy
19,1,0,0,rain,normal,0,1,5.0,12,Swiggy,132.01,25.0,18.0,89.01,Swiggy
19,1,0,0,clear,busy,0,1,1.8,35,Swiggy,66.95,9.0,52.5,5.45,Blinkit
11,0,0,0,clear,normal,0,0,5.8,29,Swiggy,105.46,29.0,43.5,32.96,Zomato
19,2,0,0,fog,low,0,1,12.9,41,Blinkit,164.04,64.5,61.5,38.04,Blinkit
21,4,0,0,fog,busy,0,1,1.5,41,Swiggy,58.31,7.5,61.5,-10.69,Blinkit
21,4,0,0,clear,normal,0,1,5.3,42,Swiggy,100.27,26.5,63.0,10.77,Zomato
23,3,0,0,clear,normal,0,0,6.3,20,Blinkit,108.79,31.5,30.0,47.29,Zomato
19,3,0,0,clear,busy,0,1,1.0,21,Zomato,75.34,5.0,31.5,38.84,Blinkit
22,2,0,0,clear,low,0,1,13.1,27,Blinkit,171.04,65.5,40.5,65.04,Blinkit
19,5,1,1,fog,normal,0,1,5.6,48,Swiggy,151.46,28.0,72.0,51.46,Zomato
9,1,0,0,clear,normal,0,0,7.7,11,Blinkit,123.8,38.5,16.5,68.8,Zomato
17,1,0,0,clear,busy,0,0,1.7,28,Swiggy,65.7,8.5,42.0,15.2,Blinkit
19,5,1,0,rain,busy,0,1,0.9,29,Zomato,109.18,4.5,43.5,61.18,Swiggy
20,1,0,0,fog,normal,0,1,5.0,33,Swiggy,92.07,25.0,49.5,17.57,Zomato
9,3,0,0,clear,busy,0,0,0.8,22,Zomato,55.06,4.0,33.0,18.06,Blinkit
20,4,0,0,clear,low,0,1,14.7,25,Blinkit,187.0,73.5,37.5,76.0,Blinkit
22,2,0,0,rain,busy,0,1,0.6,12,Zomato,105.79,3.0,18.0,84.79,Blinkit
21,1,0,0,clear,normal,0,1,6.5,19,Blinkit,111.04,32.5,28.5,50.04,Zomato
